PID,AGE,GENDER,ZIP CODE,COUNTY,PROGRAM START DATE,POSITION,JOB START DATE,JOB TERMINATION DATE,WAGE,HOURS PER WEEK,EDUCATION,Quarter and Year
PID10786,57,female,11420,South Ozone Park,2015/3/20,Customer Service,2015/7/6,,10,30,HS Graduate,Q3-2015
PID04881,32,female,11423,Hollis,2012/8/16,Customer Service,2012/12/1,,10,18,College,Q4-2012
PID18170,51,male,11428,Queens Village,2015/3/12,Customer Service,2015/6/26,,13,40,HS Graduate,Q2-2015
PID10742,28,female,11230,Brooklyn,2012/4/1,Customer Service,2012/7/16,,11,30,HS Graduate,Q3-2012
PID05717,30,male,11207,Brooklyn,2012/11/11,Customer Service,2013/2/25,2013/4/19,9,40,HS Graduate,Q1-2013
PID02173,52,female,11236,Brooklyn,2014/5/10,Customer Service,2014/8/24,,8,30,HS Graduate,Q3-2014
PID00909,40,female,11412,Saint Albans,2015/6/14,Customer Service,2015/9/28,,11,30,HS Graduate,Q3-2015
PID00771,29,female,11429,Queens Village,2014/12/30,Customer Service,2015/4/14,2015/7/17,12,30,HS Graduate,Q2-2015
PID18631,55,male,10003,New York,2012/6/21,Customer Service,2012/10/4,2012/12/28,7.25,30,HS Graduate,Q4-2012
PID10702,40,male,11414,Howard Beach,2014/12/2,Customer Service,2015/3/16,2015/6/8,10,30,HS Graduate,Q1-2015
PID16934,26,female,11210,Brooklyn,2014/7/25,Customer Service,2014/11/6,2014/11/24,12,30,HS Graduate,Q4-2014
PID17136,38,male,11691,Far Rockaway,2012/11/23,Customer Service,2013/3/7,2013/3/22,7.25,30,HS Graduate,Q1-2013
PID18659,35,male,11233,Brooklyn,2013/7/24,Customer Service,2013/11/4,,15.75,30,College,Q4-2013
PID10847,35,female,11234,Brooklyn,2014/6/4,Customer Service,2014/9/15,,10,30,HS Graduate,Q3-2014
PID18636,51,male,11207,Brooklyn,2013/8/7,Customer Service,2013/11/18,2013/12/21,12,30,HS Graduate,Q4-2013
PID10746,27,female,11226,Brooklyn,2012/1/19,Customer Service,2012/4/30,,9,30,HS Graduate,Q2-2012
PID07829,20,female,11212,Brooklyn,2013/10/19,Customer Service,2014/1/29,,8,25,HS Graduate,Q1-2014
PID00898,49,female,11435,Jamaica,2015/6/4,Customer Service,2015/9/14,,14.25,35,HS Graduate,Q3-2015
PID08641,29,female,11201,Brooklyn,2012/12/11,Customer Service,2013/3/22,,12,30,HS Graduate,Q1-2013
PID10854,33,male,11429,Queens Village,2015/1/23,Customer Service,2015/5/4,2015/5/15,10,30,HS Graduate,Q2-2015
PID09270,24,male,11208,Brooklyn,2014/10/21,Customer Service,2015/1/30,,10,30,HS Graduate,Q1-2015
PID10861,32,female,11236,Brooklyn,2014/12/6,Customer Service,2015/3/16,2015/3/27,10,30,HS Graduate,Q1-2015
PID10711,37,female,11236,Brooklyn,2014/3/1,Customer Service,2014/6/9,2014/6/13,10,30,HS Graduate,Q2-2014
PID16096,28,male,11368,Corona,2014/10/9,Customer Service,2015/1/17,,10.5,25,HS Graduate,Q1-2015
PID00924,21,female,11367,Flushing,2015/1/26,Customer Service,2015/5/6,,8.75,20,HS Graduate,Q2-2015
PID15983,42,male,10039,New York,2015/5/18,Customer Service,2015/8/26,2015/9/10,8.75,40,HS Graduate,Q3-2015
PID08212,38,female,11219,Brooklyn,2015/1/11,Customer Service,2015/4/20,2015/4/30,11,30,HS Graduate,Q2-2015
PID16094,33,female,10457,Bronx,2015/4/24,Customer Service,2015/8/1,,9,30,HS Graduate,Q3-2015
PID18624,61,male,11422,Rosedale,2012/7/5,Customer Service,2012/10/12,2012/12/3,10,30,HS Graduate,Q4-2012
PID10732,31,male,11220,Brooklyn,2011/5/31,Customer Service,2011/9/6,,10,30,Some College,Q3-2011
PID00921,29,female,11434,Jamaica,2013/1/24,Customer Service,2013/5/2,2013/5/6,11.75,30,HS Graduate,Q2-2013
PID18632,52,male,11208,Brooklyn,2013/6/3,Customer Service,2013/9/9,,13,20,HS Graduate,Q3-2013
PID18674,28,male,11216,Brooklyn,2012/7/20,Customer Service,2012/10/26,2013/1/4,10,30,HS Graduate,Q4-2012
PID16637,56,female,11422,Rosedale,2014/3/16,Customer Service,2014/6/21,,8,25,HS Graduate,Q2-2014
PID10845,36,female,11213,Brooklyn,2014/6/10,Customer Service,2014/9/15,2015/3/5,10,30,HS Graduate,Q3-2014
PID10890,23,male,11212,Brooklyn,2013/2/20,Customer Service,2013/5/28,2013/6/18,9,25,HS Graduate,Q2-2013
PID01812,26,male,11205,Brooklyn,2014/1/3,Customer Service,2014/4/9,,13,40,HS Graduate,Q2-2014
PID17742,37,male,11691,Far Rockaway,2011/8/21,Customer Service,2011/11/25,,8.25,30,HS Graduate,Q4-2011
PID08269,58,male,11419,South Richmond Hill,2013/1/9,Customer Service,2013/4/15,2014/7/1,11,20,HS Graduate,Q2-2013
PID10866,31,female,11225,Brooklyn,2014/7/9,Customer Service,2014/10/13,,10,30,HS Graduate,Q4-2014
PID16275,32,female,11207,Brooklyn,2013/5/23,Customer Service,2013/8/27,2013/9/10,11,32,College,Q3-2013
PID13236,25,male,11367,Flushing,2012/10/26,Customer Service,2013/1/29,,13.12,20,HS Graduate,Q1-2013
PID04750,50,female,11385,Ridgewood,2014/4/4,Customer Service,2014/7/8,,10.28,30,HS Graduate,Q3-2014
PID10744,28,female,11224,Brooklyn,2015/4/2,Customer Service,2015/7/6,,10,30,HS Graduate,Q3-2015
PID10737,29,female,11212,Brooklyn,2015/7/9,Customer Service,2015/10/12,,10,30,HS Graduate,Q4-2015
PID10777,60,female,11226,Brooklyn,2012/4/13,Customer Service,2012/7/16,,11,30,HS Graduate,Q3-2012
PID10657,56,female,11230,Brooklyn,2012/5/12,Customer Service,2012/8/14,,10,30,College,Q3-2012
PID08276,34,female,11101,Long Island City,2013/11/1,Customer Service,2014/2/3,,11,25,HS Graduate,Q1-2014
PID10806,49,female,10453,Bronx,2014/1/17,Customer Service,2014/4/21,2014/10/16,10,30,HS Graduate,Q2-2014
PID15900,36,male,11234,Brooklyn,2013/12/6,Customer Service,2014/3/10,2014/4/23,11,40,HS Graduate,Q1-2014
PID00906,44,female,11692,Arverne,2014/5/20,Customer Service,2014/8/21,,11.5,30,HS Graduate,Q3-2014
PID12901,50,male,11692,Arverne,2012/4/17,Customer Service,2012/7/19,2012/8/28,7.25,30,HS Graduate,Q3-2012
PID10669,51,female,11207,Brooklyn,2015/5/9,Customer Service,2015/8/10,,10,30,HS Graduate,Q3-2015
PID18684,24,male,11207,Brooklyn,2014/8/3,Customer Service,2014/11/4,2014/12/22,12.25,24,HS Graduate,Q4-2014
PID04883,27,male,11216,Brooklyn,2011/6/8,Customer Service,2011/9/8,2011/10/1,10,20,HS Graduate,Q3-2011
PID10835,38,female,10030,New York,2011/5/23,Customer Service,2011/8/23,2011/9/16,9,30,HS Graduate,Q3-2011
PID10819,44,female,11203,Brooklyn,2014/12/14,Customer Service,2015/3/16,,10,30,HS Graduate,Q1-2015
PID18688,20,female,11225,Brooklyn,2013/9/8,Customer Service,2013/12/9,2013/12/31,12,30,HS Graduate,Q4-2013
PID04484,47,female,11203,Brooklyn,2013/8/5,Customer Service,2013/11/4,,13.11,40,HS Graduate,Q4-2013
PID11583,33,female,10456,Bronx,2015/6/10,Customer Service,2015/9/9,,13,40,HS Graduate,Q3-2015
PID18678,26,female,11226,Brooklyn,2012/7/26,Customer Service,2012/10/25,2012/12/7,14,40,College,Q4-2012
PID10647,61,female,11226,Brooklyn,2011/8/9,Customer Service,2011/11/7,,10,30,Some College,Q4-2011
PID14148,27,male,11216,Brooklyn,2013/8/9,Customer Service,2013/11/7,,7.25,28,HS Graduate,Q4-2013
PID00953,26,male,11691,Far Rockaway,2014/2/10,Customer Service,2014/5/11,,8.5,30,HS Graduate,Q2-2014
PID10844,36,female,11208,Brooklyn,2013/9/3,Customer Service,2013/12/2,2013/12/16,10,30,HS Graduate,Q4-2013
PID18687,22,female,11212,Brooklyn,2014/7/31,Customer Service,2014/10/28,,12.25,40,HS Graduate,Q4-2014
PID10788,56,female,11209,Brooklyn,2011/6/10,Customer Service,2011/9/6,,10,30,Some College,Q3-2011
PID04752,40,female,11201,Brooklyn,2014/5/16,Customer Service,2014/8/12,2014/9/16,10.28,30,HS Graduate,Q3-2014
PID08216,31,female,11212,Brooklyn,2014/8/28,Customer Service,2014/11/24,2015/2/17,11,25,HS Graduate,Q4-2014
PID10745,28,female,11213,Brooklyn,2014/11/13,Customer Service,2015/2/9,,10,30,HS Graduate,Q1-2015
PID18649,42,male,11207,Brooklyn,2014/8/17,Customer Service,2014/11/13,2014/12/24,12.25,30,HS Graduate,Q4-2014
PID01573,43,male,11233,Brooklyn,2014/4/25,Customer Service,2014/7/21,2014/8/15,10,20,College,Q3-2014
PID10797,51,female,11229,Brooklyn,2013/4/20,Customer Service,2013/7/16,,10,30,HS Graduate,Q3-2013
PID04749,56,female,11208,Brooklyn,2014/4/12,Customer Service,2014/7/8,,10.28,30,HS Graduate,Q3-2014
PID10748,27,female,11226,Brooklyn,2015/1/14,Customer Service,2015/4/10,,11,40,College,Q2-2015
PID10859,32,female,11207,Brooklyn,2014/3/15,Customer Service,2014/6/9,,10,30,HS Graduate,Q2-2014
PID10650,59,male,11203,Brooklyn,2015/3/14,Customer Service,2015/6/8,2015/6/23,10,30,HS Graduate,Q2-2015
PID10681,47,female,11236,Brooklyn,2014/10/18,Customer Service,2015/1/12,,10,30,HS Graduate,Q1-2015
PID15984,42,male,10039,New York,2015/6/1,Customer Service,2015/8/26,2015/9/10,8.75,40,HS Graduate,Q3-2015
PID16098,27,female,11212,Brooklyn,2013/9/17,Customer Service,2013/12/11,,9,25,HS Graduate,Q4-2013
PID10680,48,male,11216,Brooklyn,2011/5/23,Customer Service,2011/8/16,2011/10/1,10,30,HS Graduate,Q3-2011
PID15980,25,female,11207,Brooklyn,2014/6/17,Customer Service,2014/9/10,,9,35,HS Graduate,Q3-2014
PID18670,30,male,11203,Brooklyn,2013/8/13,Customer Service,2013/11/5,,12,30,HS Graduate,Q4-2013
PID08556,44,male,11101,Long Island City,2014/1/21,Customer Service,2014/4/15,,9.5,30,HS Graduate,Q2-2014
PID10820,44,female,11210,Brooklyn,2013/7/22,Customer Service,2013/10/14,2013/11/23,10,30,HS Graduate,Q4-2013
PID18666,33,female,11205,Brooklyn,2011/8/16,Customer Service,2011/11/8,2011/11/29,12,32,HS Graduate,Q4-2011
PID19061,29,female,11429,Queens Village,2014/5/5,Customer Service,2014/7/28,2014/8/29,15,40,College,Q3-2014
PID10790,56,female,10065,Upper east Side,2011/5/25,Customer Service,2011/8/16,,10,30,Some College,Q3-2011
PID10698,41,male,11212,Brooklyn,2013/6/25,Customer Service,2013/9/16,,10,30,HS Graduate,Q3-2013
PID15719,24,female,11207,Brooklyn,2013/12/24,Customer Service,2014/3/17,,11,40,HS Graduate,Q1-2014
PID08560,36,female,11102,Astoria,2014/1/22,Customer Service,2014/4/15,,14,30,HS Graduate,Q2-2014
PID10671,51,female,11205,Brooklyn,2011/7/6,Customer Service,2011/9/27,2012/12/31,10,30,HS Graduate,Q3-2011
PID10787,56,male,11226,Brooklyn,2013/6/25,Customer Service,2013/9/16,2013/10/21,10,30,HS Graduate,Q3-2013
PID10850,34,female,11207,Brooklyn,2015/1/3,Customer Service,2015/3/27,2015/4/10,9,35,HS Graduate,Q1-2015
PID04747,59,female,11415,Kew Gardens,2014/10/16,Customer Service,2015/1/7,,10.82,20,HS Graduate,Q1-2015
PID00218,45,female,11691,Far Rockaway,2013/11/20,Customer Service,2014/2/10,2014/3/4,8,35,College,Q1-2014
PID18168,39,male,11212,Brooklyn,2013/8/23,Customer Service,2013/11/13,,13.56,40,College,Q4-2013
PID10867,31,female,11434,Jamaica,2014/2/16,Customer Service,2014/5/9,,10,30,HS Graduate,Q2-2014
PID10838,37,male,11233,Brooklyn,2014/5/21,Customer Service,2014/8/11,,10,30,HS Graduate,Q3-2014
PID08220,24,female,11236,Brooklyn,2015/4/15,Customer Service,2015/7/6,,9,32,HS Graduate,Q3-2015
PID00942,51,male,11207,Brooklyn,2012/10/27,Customer Service,2013/1/16,,10,35,College,Q1-2013
PID08282,24,male,11212,Brooklyn,2012/12/10,Customer Service,2013/3/1,,11,40,HS Graduate,Q1-2013
PID08210,44,female,11221,Brooklyn,2015/2/12,Customer Service,2015/5/4,2015/6/4,11,30,HS Graduate,Q2-2015
PID10697,41,female,11230,Brooklyn,2012/4/26,Customer Service,2012/7/16,2013/1/3,11,30,HS Graduate,Q3-2012
PID10782,58,female,11234,Brooklyn,2014/3/20,Customer Service,2014/6/9,2014/6/24,10,30,HS Graduate,Q2-2014
PID10747,27,male,11225,Brooklyn,2014/10/23,Customer Service,2015/1/12,,10,30,HS Graduate,Q1-2015
PID16101,24,female,11231,Brooklyn,2015/2/24,Customer Service,2015/5/16,,10,20,HS Graduate,Q2-2015
PID10846,35,female,11230,Brooklyn,2013/6/28,Customer Service,2013/9/16,,10,30,HS Graduate,Q3-2013
PID05059,56,male,11226,Brooklyn,2013/12/6,Customer Service,2014/2/24,,9,30,HS Graduate,Q1-2014
PID10704,39,male,11203,Brooklyn,2015/3/20,Customer Service,2015/6/8,,10,30,HS Graduate,Q2-2015
PID17135,38,male,11691,Far Rockaway,2012/12/17,Customer Service,2013/3/7,2013/3/22,7.25,30,HS Graduate,Q1-2013
PID18173,55,male,11101,Long Island City,2013/5/18,Customer Service,2013/8/5,,10,30,HS Graduate,Q3-2013
PID10860,32,female,11212,Brooklyn,2013/7/27,Customer Service,2013/10/14,2014/1/5,10,30,HS Graduate,Q4-2013
PID04360,26,female,10468,Bronx,2015/5/24,Customer Service,2015/8/11,,10,24,HS Graduate,Q3-2015
PID10841,36,female,11238,Brooklyn,2014/3/23,Customer Service,2014/6/9,,10,30,HS Graduate,Q2-2014
PID10734,30,male,11207,Brooklyn,2013/1/27,Customer Service,2013/4/15,2013/5/13,11.5,30,HS Graduate,Q2-2013
PID10886,26,female,10474,Bronx,2011/6/20,Customer Service,2011/9/6,2011/10/26,10,30,HS Graduate,Q3-2011
PID05305,24,male,10466,Bronx,2015/1/19,Customer Service,2015/4/6,2015/6/29,10,40,HS Graduate,Q2-2015
PID18655,38,female,11691,Far Rockaway,2012/8/27,Customer Service,2012/11/12,2012/12/26,10,30,HS Graduate,Q4-2012
PID15987,24,female,11691,Far Rockaway,2013/11/2,Customer Service,2014/1/17,,8,30,HS Graduate,Q1-2014
PID12925,40,female,10453,Bronx,2015/4/21,Customer Service,2015/7/6,2015/7/17,10.5,25,HS Graduate,Q3-2015
PID10796,51,female,11233,Brooklyn,2014/11/15,Customer Service,2015/1/29,,14,30,HS Graduate,Q1-2015
PID01969,28,female,11385,Ridgewood,2014/12/12,Customer Service,2015/2/25,,11,20,HS Graduate,Q1-2015
PID00902,45,female,11691,Far Rockaway,2012/6/9,Customer Service,2012/8/22,,11.85,20,HS Graduate,Q3-2012
PID04487,31,female,11236,Brooklyn,2013/4/25,Customer Service,2013/7/8,,17.93,40,HS Graduate,Q3-2013
PID12916,27,female,11377,Woodside,2013/7/1,Customer Service,2013/9/13,,7.25,30,HS Graduate,Q3-2013
PID02214,22,male,11213,Brooklyn,2013/10/24,Customer Service,2014/1/6,,10,30,HS Graduate,Q1-2014
PID02171,53,female,11432,Jamaica,2014/2/20,Customer Service,2014/5/5,,8.1,25,HS Graduate,Q2-2014
PID10822,41,female,11207,Brooklyn,2014/9/21,Customer Service,2014/12/4,2015/2/24,10,30,HS Graduate,Q4-2014
PID10862,32,male,11212,Brooklyn,2014/3/27,Customer Service,2014/6/9,2014/7/11,10,30,HS Graduate,Q2-2014
PID14364,52,male,11101,Long Island City,2013/1/28,Customer Service,2013/4/12,2013/4/19,9,30,HS Graduate,Q2-2013
PID10716,36,male,11216,Brooklyn,2011/3/11,Customer Service,2011/5/23,,10,30,Some College,Q2-2011
PID18671,29,female,10459,Bronx,2015/7/12,Customer Service,2015/9/23,,16,35,HS Graduate,Q3-2015
PID08272,44,female,11206,Brooklyn,2013/2/16,Customer Service,2013/4/29,,11,31,HS Graduate,Q2-2013
PID04362,40,male,11207,Brooklyn,2014/8/16,Customer Service,2014/10/27,2014/11/6,10,30,HS Graduate,Q4-2014
PID16099,27,male,11216,Brooklyn,2013/5/4,Customer Service,2013/7/15,,9,30,HS Graduate,Q3-2013
PID07827,28,female,11216,Brooklyn,2014/9/14,Customer Service,2014/11/25,,8,40,HS Graduate,Q4-2014
PID10722,34,male,11435,Jamaica,2013/5/2,Customer Service,2013/7/12,,10,30,HS Graduate,Q3-2013
PID05061,36,female,11212,Brooklyn,2013/12/29,Customer Service,2014/3/10,,9,30,HS Graduate,Q1-2014
PID10801,51,male,11368,Corona,2014/1/7,Customer Service,2014/3/19,2014/5/5,10,30,HS Graduate,Q1-2014
PID10415,24,female,11207,Brooklyn,2013/4/2,Customer Service,2013/6/11,2013/7/12,10,40,HS Graduate,Q2-2013
PID10525,34,female,11237,Brooklyn,2015/4/13,Customer Service,2015/6/22,2015/9/3,11,32,HS Graduate,Q2-2015
PID10830,39,female,11234,Brooklyn,2013/9/23,Customer Service,2013/12/2,2014/3/24,10,30,HS Graduate,Q4-2013
PID08639,36,male,11208,Brooklyn,2013/4/23,Customer Service,2013/7/1,2013/7/5,12,30,HS Graduate,Q3-2013
PID13781,32,female,11238,Brooklyn,2012/11/27,Customer Service,2013/2/4,2013/2/14,8,20,HS Graduate,Q1-2013
PID08743,21,male,11422,Rosedale,2015/6/21,Customer Service,2015/8/29,,8.75,30,HS Graduate,Q3-2015
PID00224,24,female,11436,Jamaica,2013/12/18,Customer Service,2014/2/24,,10,35,HS Graduate,Q1-2014
PID04758,36,male,11204,Brooklyn,2014/6/6,Customer Service,2014/8/13,,10.28,30,HS Graduate,Q3-2014
PID10795,52,female,11234,Brooklyn,2015/1/28,Customer Service,2015/4/6,2015/4/14,9,30,HS Graduate,Q2-2015
PID10817,45,female,11203,Brooklyn,2015/4/1,Customer Service,2015/6/8,,10,30,HS Graduate,Q2-2015
PID10895,39,female,11233,Brooklyn,2015/7/15,Customer Service,2015/9/21,,9,35,HS Graduate,Q3-2015
PID00901,48,female,11238,Brooklyn,2013/2/16,Customer Service,2013/4/24,,12.25,21,HS Graduate,Q2-2013
PID08559,38,female,11420,South Ozone Park,2014/2/9,Customer Service,2014/4/17,2014/4/30,8,20,HS Graduate,Q2-2014
PID18645,43,male,11221,Brooklyn,2013/9/19,Customer Service,2013/11/25,2014/2/13,12,30,HS Graduate,Q4-2013
PID01574,26,female,11691,Far Rockaway,2014/5/16,Customer Service,2014/7/21,2014/8/15,9,20,HS Graduate,Q3-2014
PID18177,28,male,11105,Astoria,2013/2/26,Customer Service,2013/5/3,,13,40,HS Graduate,Q2-2013
PID10659,55,female,11218,Brooklyn,2013/5/10,Customer Service,2013/7/15,,10,30,HS Graduate,Q3-2013
PID14368,32,male,11213,Brooklyn,2013/11/25,Customer Service,2014/1/30,,11,30,HS Graduate,Q1-2014
PID09905,31,female,11693,Far Rockaway,2012/3/16,Customer Service,2012/5/21,2012/5/31,12,30,HS Graduate,Q2-2012
PID10667,52,female,11238,Brooklyn,2015/1/9,Customer Service,2015/3/16,2015/6/6,10,30,HS Graduate,Q1-2015
PID10893,21,female,10456,Bronx,2015/7/4,Customer Service,2015/9/8,,10,30,College,Q3-2015
PID00225,23,female,11422,Rosedale,2013/12/7,Customer Service,2014/2/10,2014/2/24,8,35,HS Graduate,Q1-2014
PID18640,49,female,11226,Brooklyn,2013/9/7,Customer Service,2013/11/11,2013/12/20,12,30,HS Graduate,Q4-2013
PID02212,27,female,11433,Jamaica,2013/9/12,Customer Service,2013/11/15,,10,20,HS Graduate,Q4-2013
PID00923,28,female,11203,Brooklyn,2014/2/23,Customer Service,2014/4/28,,12.5,30,HS Graduate,Q2-2014
PID10799,51,female,11221,Brooklyn,2015/1/11,Customer Service,2015/3/16,2015/3/27,10,30,HS Graduate,Q1-2015
PID12898,54,male,11226,Brooklyn,2014/7/3,Customer Service,2014/9/5,2014/9/26,8,40,HS Graduate,Q3-2014
PID18685,24,female,11207,Brooklyn,2013/9/5,Customer Service,2013/11/8,2014/1/1,14,27,College,Q4-2013
PID04751,44,female,11217,Brooklyn,2014/11/4,Customer Service,2015/1/6,,10.82,20,HS Graduate,Q1-2015
PID08640,31,female,11220,Brooklyn,2013/3/29,Customer Service,2013/5/31,2013/7/23,10.7,30,HS Graduate,Q2-2013
PID10750,26,female,11208,Brooklyn,2014/8/11,Customer Service,2014/10/13,2015/3/30,10,30,HS Graduate,Q4-2014
PID10805,49,female,11226,Brooklyn,2014/4/7,Customer Service,2014/6/9,2014/6/12,10,30,HS Graduate,Q2-2014
PID11384,51,male,11367,Flushing,2011/11/18,Customer Service,2012/1/20,2012/2/15,7.25,20,HS Graduate,Q1-2012
PID13718,45,female,11207,Brooklyn,2012/4/2,Customer Service,2012/6/4,2013/3/5,11,20,HS Graduate,Q2-2012
PID13779,43,male,11226,Brooklyn,2011/9/19,Customer Service,2011/11/21,2011/12/1,8,20,HS Graduate,Q4-2011
PID18665,33,female,11213,Brooklyn,2013/9/4,Customer Service,2013/11/5,2013/12/27,12,40,HS Graduate,Q4-2013
PID10871,31,female,11434,Jamaica,2014/4/9,Customer Service,2014/6/9,2014/6/24,10,30,HS Graduate,Q2-2014
PID12903,45,female,11691,Far Rockaway,2012/5/6,Customer Service,2012/7/6,2012/7/8,7.25,30,HS Graduate,Q3-2012
PID10720,35,female,11226,Brooklyn,2012/6/15,Customer Service,2012/8/14,,10,35,College,Q3-2012
PID10726,32,female,11435,Jamaica,2014/5/15,Customer Service,2014/7/14,,10,30,HS Graduate,Q3-2014
PID10670,51,female,11205,Brooklyn,2011/7/29,Customer Service,2011/9/27,2012/12/31,10,30,HS Graduate,Q3-2011
PID04764,43,female,11229,Brooklyn,2015/2/20,Customer Service,2015/4/21,,10.82,20,College,Q2-2015
PID00900,49,female,11216,Brooklyn,2013/8/2,Customer Service,2013/9/30,,10,20,HS Graduate,Q3-2013
PID08644,27,male,11239,Brooklyn,2013/7/29,Customer Service,2013/9/26,2013/10/21,10.75,28,HS Graduate,Q3-2013
PID10693,42,female,11201,Brooklyn,2014/12/12,Customer Service,2015/2/9,,10,30,HS Graduate,Q1-2015
PID10662,54,female,11216,Brooklyn,2015/1/27,Customer Service,2015/3/27,,10,30,HS Graduate,Q1-2015
PID00917,33,female,11433,Jamaica,2011/10/24,Customer Service,2011/12/21,2012/5/1,9.55,20,College,Q4-2011
PID10675,49,female,11212,Brooklyn,2012/6/17,Customer Service,2012/8/14,,10,30,College,Q3-2012
PID03833,24,female,11201,Brooklyn,2014/4/1,Customer Service,2014/5/29,2014/8/9,12,40,HS Graduate,Q2-2014
PID10741,28,female,11208,Brooklyn,2013/8/17,Customer Service,2013/10/14,,10,30,HS Graduate,Q4-2013
PID09269,26,male,11233,Brooklyn,2014/8/27,Customer Service,2014/10/24,,12.5,40,HS Graduate,Q4-2014
PID16102,24,female,11434,Jamaica,2011/10/26,Customer Service,2011/12/23,2012/5/31,9,30,HS Graduate,Q4-2011
PID18646,43,male,11209,Brooklyn,2013/9/28,Customer Service,2013/11/25,2013/11/25,12,30,HS Graduate,Q4-2013
PID10887,25,female,11205,Brooklyn,2014/4/13,Customer Service,2014/6/9,2014/6/18,10,30,HS Graduate,Q2-2014
PID13780,36,female,11236,Brooklyn,2013/5/5,Customer Service,2013/7/1,2013/7/22,8,20,HS Graduate,Q3-2013
PID04361,55,male,11212,Brooklyn,2015/1/3,Customer Service,2015/3/1,,10.5,24,HS Graduate,Q1-2015
PID10793,54,female,11207,Brooklyn,2014/11/25,Customer Service,2015/1/20,,10,30,HS Graduate,Q1-2015
PID04485,40,female,10451,Bronx,2015/7/5,Customer Service,2015/8/30,,10,30,HS Graduate,Q3-2015
PID11389,33,male,11226,Brooklyn,2012/6/6,Customer Service,2012/7/31,2012/8/13,7.25,20,HS Graduate,Q3-2012
PID18641,48,male,11226,Brooklyn,2011/9/20,Customer Service,2011/11/14,,10,30,Some College,Q4-2011
PID18676,28,female,10452,Bronx,2013/9/5,Customer Service,2013/10/30,2013/12/4,12,30,HS Graduate,Q4-2013
PID10807,48,male,10038,New York,2013/10/9,Customer Service,2013/12/2,2014/3/3,10,30,HS Graduate,Q4-2013
PID12930,39,female,11691,Far Rockaway,2015/1/28,Customer Service,2015/3/23,2015/4/8,12,20,HS Graduate,Q1-2015
PID10687,44,female,11210,Brooklyn,2015/3/11,Customer Service,2015/5/4,,10,30,HS Graduate,Q2-2015
PID02146,37,male,10451,Bronx,2014/1/23,Customer Service,2014/3/17,2014/3/31,9.75,35,HS Graduate,Q1-2014
PID08565,23,male,11364,Oakland Gardens,2014/3/27,Customer Service,2014/5/19,,8,35,HS Graduate,Q2-2014
PID10780,59,female,11207,Brooklyn,2011/10/31,Customer Service,2011/12/22,,10,30,Some College,Q4-2011
PID12928,30,female,11212,Brooklyn,2014/9/12,Customer Service,2014/11/3,,10,35,HS Graduate,Q4-2014
PID18644,44,male,11216,Brooklyn,2012/9/4,Customer Service,2012/10/25,2012/11/17,10,30,HS Graduate,Q4-2012
PID00768,30,female,11421,Woodhaven,2014/9/28,Customer Service,2014/11/17,,12,30,HS Graduate,Q4-2014
PID04877,42,female,11234,Brooklyn,2013/10/13,Customer Service,2013/12/1,2013/12/26,10,35,HS Graduate,Q4-2013
PID05301,40,female,11236,Brooklyn,2015/2/5,Customer Service,2015/3/26,,10,20,HS Graduate,Q1-2015
PID10694,42,female,11230,Brooklyn,2013/5/28,Customer Service,2013/7/15,,10,30,HS Graduate,Q3-2013
PID10885,26,female,11235,Brooklyn,2013/5/28,Customer Service,2013/7/15,,10,30,HS Graduate,Q3-2013
PID10864,31,male,11226,Brooklyn,2014/3/4,Customer Service,2014/4/21,,10,30,HS Graduate,Q2-2014
PID15982,46,female,11221,Brooklyn,2015/1/6,Customer Service,2015/2/23,2015/3/10,8.75,35,HS Graduate,Q1-2015
PID04746,60,female,11225,Brooklyn,2014/6/26,Customer Service,2014/8/12,2014/10/3,10.28,30,HS Graduate,Q3-2014
PID08268,59,female,11691,Far Rockaway,2014/5/28,Customer Service,2014/7/14,2014/10/8,9,30,HS Graduate,Q3-2014
PID12926,34,female,11216,Brooklyn,2014/3/30,Customer Service,2014/5/16,,10,30,HS Graduate,Q2-2014
PID14199,36,female,11256,Brooklyn,2014/10/18,Customer Service,2014/12/4,,16.99,35,HS Graduate,Q4-2014
PID08198,58,male,11211,Brooklyn,2015/1/15,Customer Service,2015/3/2,,11,30,HS Graduate,Q1-2015
PID08199,56,female,11226,Brooklyn,2015/5/21,Customer Service,2015/7/6,,9,30,HS Graduate,Q3-2015
PID18647,43,male,11209,Brooklyn,2013/10/10,Customer Service,2013/11/25,2013/11/25,12,30,HS Graduate,Q4-2013
PID05705,25,female,11221,Brooklyn,2014/6/10,Customer Service,2014/7/25,2014/10/23,9.1,40,HS Graduate,Q3-2014
PID04755,39,female,11355,Flushing,2014/2/2,Customer Service,2014/3/19,,10.28,30,HS Graduate,Q1-2014
PID10818,45,female,11230,Brooklyn,2011/7/23,Customer Service,2011/9/6,2011/9/10,10,30,HS Graduate,Q3-2011
PID15857,25,female,11216,Brooklyn,2015/8/2,Customer Service,2015/9/16,,9,20,HS Graduate,Q3-2015
PID10685,45,female,10451,Bronx,2015/8/7,Customer Service,2015/9/21,,11.5,30,HS Graduate,Q3-2015
PID18635,51,female,11209,Brooklyn,2011/8/15,Customer Service,2011/9/26,,14,35,HS Graduate,Q3-2011
PID14149,25,male,11218,Brooklyn,2013/10/7,Customer Service,2013/11/18,,8,30,HS Graduate,Q4-2013
